,weight,reward,x
0,0.0,811.5211448469805,2.024840903210051
1,0.001,789.0646886002845,1.9582658901567533
2,0.002,806.5177224807283,2.0211625016261814
3,0.003,809.6401382530986,2.0223308255747066
4,0.004,792.2510084703105,1.936355144358837
5,0.005,804.4878250670879,1.9791421304509604
6,0.006,809.9177069539875,2.0083936493640775
7,0.007,801.7103863790586,2.0007495774034156
8,0.008,798.5160221816361,1.9547167605340703
9,0.009,790.6377336552622,1.9450903592957036
10,0.01,808.9860787989707,2.015250245195179
11,0.011,789.6973620579088,1.9360918029983119
12,0.012,810.3293132425587,2.0309035450674537
13,0.013,800.8576014314633,1.970271253482307
14,0.014,804.4092001800395,2.0018316866417285
15,0.015,796.8199082296546,1.959313463353889
16,0.016,798.2429104984514,1.9756194377038168
17,0.017,799.4349201984149,1.9902918665306035
18,0.018,798.7564819799359,1.9704511723169553
19,0.019,793.3489868616426,1.9678637223497593
20,0.02,798.0232897059057,1.979424511711763
21,0.021,794.766527113598,1.9462938213510368
22,0.022,785.5758762541894,1.8641620232902298
23,0.023,806.9203903862337,2.0209738174959657
24,0.024,815.4929961015832,2.063558824506983
25,0.025,789.8349524020537,1.9295781399162515
26,0.026,806.1581135716302,1.9773853879678638
27,0.027,787.5853687721832,1.9116158379653632
28,0.028,781.5897133202947,1.881319810938283
29,0.029,798.9138938977864,1.9524855030147337
30,0.03,806.0525911895965,1.983158831473876
31,0.031,806.3220602873898,2.0038211776774792
32,0.032,803.8284455789601,1.9736789799629482
33,0.033,799.3632153943843,1.9332064380786778
34,0.034,785.4332709196823,1.857552569323897
35,0.035,811.3529583297677,2.0109662900364125
36,0.036,795.7973468785867,1.9573554399286426
37,0.037,804.5319903790542,1.9849464324397357
38,0.038,808.470486756375,1.998972377687486
39,0.039,789.0999552402741,1.8925835816818104
40,0.04,800.1388298753897,2.0050156441783495
41,0.041,801.5803724797448,1.9514815817827307
42,0.042,796.8819550223101,1.9486821561949974
43,0.043,790.3649560463209,1.8912133609060857
44,0.044,782.204659040632,1.8876100764706634
45,0.045,797.0518558426917,1.9289999802420694
46,0.046,800.2494276573493,1.9678051041504394
47,0.047,790.4023281082332,1.8853313565474215
48,0.048,812.1919157715919,1.9990316029235855
49,0.049,793.9252704511459,1.9120643660802032
50,0.05,799.1420659266021,1.943395883068447
51,0.051,784.609267721273,1.868976034782022
52,0.052,791.111335176461,1.900541570892519
53,0.053,813.072770652504,2.015597118595314
54,0.054,792.6259990736514,1.8997983683312336
55,0.055,783.7720175332385,1.8541978999777304
56,0.056,797.8340380135637,1.9365814663423968
57,0.057,782.9058113093162,1.8237352264084061
58,0.058,811.7127715271674,2.0054952958712775
59,0.059,772.2411494824178,1.7822646525893802
60,0.06,793.6964072408392,1.931177655694437
61,0.061,809.0070772337879,2.006939773319703
62,0.062,796.3624557200045,1.9155580943250918
63,0.063,784.5517588027035,1.852514148301841
64,0.064,782.7990346270649,1.8494345509080807
65,0.065,793.2651380018833,1.9106324154594418
66,0.066,787.3670817225491,1.8906304158611063
67,0.067,799.7066581824846,1.9251349002726976
68,0.068,802.3361797323746,1.9227958982953317
69,0.069,783.6229019464549,1.8319799606552725
