"Step","fallen-shadow-2 - predict_error1.0","fallen-shadow-2 - predict_error1.0__MIN","fallen-shadow-2 - predict_error1.0__MAX"
"77","0.0009555351867370888","0.0009555351867370888","0.0009555351867370888"
"78","0.0010554437841218023","0.0010554437841218023","0.0010554437841218023"
"79","0.000973398178874536","0.000973398178874536","0.000973398178874536"
"80","0.0011792687133982648","0.0011792687133982648","0.0011792687133982648"
"81","0.0010291553784886995","0.0010291553784886995","0.0010291553784886995"
"82","0.000908425440363266","0.000908425440363266","0.000908425440363266"
"83","0.0012193615794291865","0.0012193615794291865","0.0012193615794291865"
"84","0.0014553003992726658","0.0014553003992726658","0.0014553003992726658"
"85","0.001300700706681577","0.001300700706681577","0.001300700706681577"
"86","0.001110718647119697","0.001110718647119697","0.001110718647119697"
"87","0.000951368080474356","0.000951368080474356","0.000951368080474356"
"88","0.0009780219516201736","0.0009780219516201736","0.0009780219516201736"
"89","0.0017962170341745572","0.0017962170341745572","0.0017962170341745572"
"90","0.0016591749137014563","0.0016591749137014563","0.0016591749137014563"
"91","0.0013884340804538606","0.0013884340804538606","0.0013884340804538606"
"92","0.0011770092873835338","0.0011770092873835338","0.0011770092873835338"
"93","0.0010423444356579962","0.0010423444356579962","0.0010423444356579962"
"94","0.0009897084543006405","0.0009897084543006405","0.0009897084543006405"
"95","0.0010376535061440671","0.0010376535061440671","0.0010376535061440671"
"96","0.0010727205079114578","0.0010727205079114578","0.0010727205079114578"
"97","0.0009514121841064723","0.0009514121841064723","0.0009514121841064723"
"98","0.0008395374943370228","0.0008395374943370228","0.0008395374943370228"
"99","0.0007249779101723789","0.0007249779101723789","0.0007249779101723789"
"100","0.0007547185649805944","0.0007547185649805944","0.0007547185649805944"
"101","0.0007649193038315226","0.0007649193038315226","0.0007649193038315226"
"102","0.0007062325569188833","0.0007062325569188833","0.0007062325569188833"
"103","0.0006998458190451658","0.0006998458190451658","0.0006998458190451658"
"104","0.0006536955672204262","0.0006536955672204262","0.0006536955672204262"
"105","0.0006028775702585866","0.0006028775702585866","0.0006028775702585866"
"106","0.0006101600269940046","0.0006101600269940046","0.0006101600269940046"
"107","0.005481943847386884","0.005481943847386884","0.005481943847386884"
"108","0.004471300251551878","0.004471300251551878","0.004471300251551878"
"109","0.003660046045690891","0.003660046045690891","0.003660046045690891"
"110","0.0030170314989838277","0.0030170314989838277","0.0030170314989838277"
"111","0.002510106119069555","0.002510106119069555","0.002510106119069555"
"112","0.005844594472892762","0.005844594472892762","0.005844594472892762"
"113","0.004765519375300588","0.004765519375300588","0.004765519375300588"
"114","0.003859848105645796","0.003859848105645796","0.003859848105645796"
"115","0.003203398626682781","0.003203398626682781","0.003203398626682781"
"116","0.0026957896059508243","0.0026957896059508243","0.0026957896059508243"
"117","0.0030410828149310303","0.0030410828149310303","0.0030410828149310303"
"118","0.002762127929119586","0.002762127929119586","0.002762127929119586"
"119","0.0023145297637455877","0.0023145297637455877","0.0023145297637455877"
"120","0.001963240540096459","0.001963240540096459","0.001963240540096459"
"121","0.0017578021712973159","0.0017578021712973159","0.0017578021712973159"
"122","0.0020388419671853583","0.0020388419671853583","0.0020388419671853583"
"123","0.0017883145017142232","0.0017883145017142232","0.0017883145017142232"
"124","0.00191615712490643","0.00191615712490643","0.00191615712490643"
"125","0.001677523777530354","0.001677523777530354","0.001677523777530354"
"126","0.0014251669755840537","0.0014251669755840537","0.0014251669755840537"
"127","0.00129176206049112","0.00129176206049112","0.00129176206049112"
"128","0.0027652550627521675","0.0027652550627521675","0.0027652550627521675"
"129","0.0024961304408320445","0.0024961304408320445","0.0024961304408320445"
"130","0.002090358028942414","0.002090358028942414","0.002090358028942414"
"131","0.001768933395715628","0.001768933395715628","0.001768933395715628"
"132","0.001595012479264277","0.001595012479264277","0.001595012479264277"
"133","0.0022327925529008995","0.0022327925529008995","0.0022327925529008995"
"134","0.0019340311479176932","0.0019340311479176932","0.0019340311479176932"
"135","0.001646078335151642","0.001646078335151642","0.001646078335151642"
"136","0.0014111582204572213","0.0014111582204572213","0.0014111582204572213"
"137","0.00122500579277657","0.00122500579277657","0.00122500579277657"
"138","0.0011513432951943854","0.0011513432951943854","0.0011513432951943854"
"139","0.0010719287796351184","0.0010719287796351184","0.0010719287796351184"
"140","0.0012177326344776688","0.0012177326344776688","0.0012177326344776688"
"141","0.0011738276320674079","0.0011738276320674079","0.0011738276320674079"
"142","0.0010509553743123146","0.0010509553743123146","0.0010509553743123146"
"143","0.0010144540047671193","0.0010144540047671193","0.0010144540047671193"
"144","0.0013317723993278839","0.0013317723993278839","0.0013317723993278839"
"145","0.0012721180865607725","0.0012721180865607725","0.0012721180865607725"
"146","0.0012679647105781546","0.0012679647105781546","0.0012679647105781546"
"147","0.0011039767705593678","0.0011039767705593678","0.0011039767705593678"
"148","0.0009777140576651528","0.0009777140576651528","0.0009777140576651528"
"149","0.0009541755907400685","0.0009541755907400685","0.0009541755907400685"
"150","0.0016477890213095862","0.0016477890213095862","0.0016477890213095862"
"151","0.0014130532610820083","0.0014130532610820083","0.0014130532610820083"
"152","0.0012089805927280408","0.0012089805927280408","0.0012089805927280408"
"153","0.0010616537701140785","0.0010616537701140785","0.0010616537701140785"
"154","0.000989387069292775","0.000989387069292775","0.000989387069292775"
"155","0.0015389089502837463","0.0015389089502837463","0.0015389089502837463"
"156","0.0014475917612121758","0.0014475917612121758","0.0014475917612121758"
"157","0.001277564437132621","0.001277564437132621","0.001277564437132621"
"158","0.0011041863175041931","0.0011041863175041931","0.0011041863175041931"
"159","0.0009857387645396995","0.0009857387645396995","0.0009857387645396995"
